genes,pfam_annotation,pfam_code
STRG.4184,Fcf1,PF04900
STRG.43496,FCH,PF00611
STRG.21179.2,FCH,PF00611
STRG.21179,FCH,PF00611
STRG.37583,FCH,PF00611
STRG.11091.2,FCH,PF00611
STRG.2575,FCH,PF00611
STRG.11091,FCH,PF00611
STRG.19810,FCH,PF00611
STRG.39712,FCH,PF00611
STRG.39713,FCH,PF00611
STRG.3693,FCH,PF00611
STRG.28595,FCH,PF00611
STRG.9302,FDF,PF09532
STRG.4664.2,FDX-ACB,PF03147
STRG.4664,FDX-ACB,PF03147
STRG.43628,Fe-ADH,PF00465
STRG.33191,Fe-ADH,PF00465
STRG.33518,Fe-S_biosyn,PF01521
STRG.22437,Fe-S_biosyn,PF01521
STRG.22154,FeoB_N,PF02421
STRG.8556,FeoB_N,PF02421
STRG.42320,FeoB_N,PF02421
STRG.395,FeoB_N,PF02421
STRG.7575,FeoB_N,PF02421
STRG.34686,FeoB_N,PF02421
STRG.34740,FeoB_N,PF02421
STRG.40584,FeoB_N,PF02421
STRG.31497,FeoB_N,PF02421
STRG.14430,FeoB_N,PF02421
STRG.3229,FeoB_N,PF02421
STRG.25269,FeoB_N,PF02421
STRG.14024,FeoB_N,PF02421
STRG.4214,FeoB_N,PF02421
STRG.9866,Fer2,PF00111
STRG.15751,Fer2,PF00111
STRG.5683,Fer2,PF00111
STRG.13243,Fer2_3,PF13085
STRG.17115,Fer4,PF00037
STRG.14473,Fer4_12,PF13353
STRG.28395,Fer4_12,PF13353
STRG.37922,FERM_C,PF09380
STRG.39960,FERM_C,PF09380
STRG.29747,FERM_C,PF09380
STRG.43498,FERM_C,PF09380
STRG.2204,FERM_C,PF09380
STRG.14678,FERM_f0,PF16511
STRG.13368,FERM_M,PF00373
STRG.25985,FERM_M,PF00373
STRG.7135,FERM_M,PF00373
STRG.38304,FERM_M,PF00373
STRG.11289,FERM_M,PF00373
STRG.605,FERM_M,PF00373
STRG.6378,FERM_M,PF00373
STRG.6229,FERM_M,PF00373
STRG.38846,FERM_M,PF00373
STRG.7135.2,FERM_M,PF00373
STRG.17722.2,FERM_M,PF00373
STRG.8600,FERM_M,PF00373
STRG.40780,FERM_M,PF00373
STRG.19057,FERM_M,PF00373
STRG.10960.2,FERM_M,PF00373
STRG.10960,FERM_M,PF00373
STRG.11242,Ferric_reduct,PF01794
STRG.26914,Ferritin,PF00210
STRG.26910,Ferritin,PF00210
STRG.29577,Ferritin-like,PF12902
STRG.38379,Ferritin-like,PF12902
STRG.37686,Ferritin-like,PF12902
STRG.37684,Ferritin-like,PF12902
STRG.32516,Ferritin-like,PF12902
STRG.7999,Ferritin-like,PF12902
STRG.37686.2,Ferritin-like,PF12902
STRG.43486,Ferrochelatase,PF00762
STRG.3095,Fes1,PF08609
STRG.12573,Fes1,PF08609
STRG.8419,FeS_assembly_P,PF01883
STRG.35313,FeS_assembly_P,PF01883
STRG.1353,FEZ,PF07763
STRG.27076,Fe_hyd_lg_C,PF02906
STRG.4920,FF,PF01846
STRG.30748,FF,PF01846
STRG.4920.1,FF,PF01846
STRG.19289,FF,PF01846
STRG.16604,FG-GAP,PF01839
STRG.25126,FG-GAP,PF01839
STRG.23578,FG-GAP,PF01839
STRG.25121,FG-GAP,PF01839
STRG.25119,FG-GAP,PF01839
STRG.25109,FG-GAP,PF01839
STRG.25121.3,FG-GAP,PF01839
STRG.18642,FGE-sulfatase,PF03781
STRG.22061,FGE-sulfatase,PF03781
STRG.11867,FGE-sulfatase,PF03781
STRG.18642.4,FGE-sulfatase,PF03781
STRG.7177,FGF,PF00167
STRG.34672,FGF,PF00167
STRG.21780,FGF,PF00167
STRG.41581,FGF,PF00167
STRG.26998,FGF,PF00167
STRG.26999,FGF,PF00167
STRG.7179,FGF,PF00167
STRG.11484,FGF,PF00167
STRG.11486,FGF,PF00167
STRG.5036,FGF,PF00167
STRG.11113,FGF,PF00167
STRG.8269,FGF,PF00167
STRG.21337,FGF,PF00167
STRG.11112,FGF,PF00167
STRG.2203,FGF,PF00167
STRG.12981,FGF,PF00167
STRG.5035,FGF,PF00167
STRG.36107,FGF,PF00167
STRG.34674,FGF,PF00167
STRG.40675,FGF,PF00167
STRG.25574,FGF,PF00167
STRG.36999,FGF,PF00167
STRG.10140,FGF,PF00167
STRG.38785,FGF,PF00167
STRG.23245,FGGY_C,PF02782
STRG.14458,FGGY_C,PF02782
STRG.21953,FGGY_C,PF02782
STRG.43060,FGGY_C,PF02782
STRG.43060.3,FGGY_C,PF02782
STRG.2441,FGGY_N,PF00370
STRG.30881.2,FH2,PF02181
STRG.24238,FH2,PF02181
STRG.31568,FH2,PF02181
STRG.15165,FH2,PF02181
STRG.9825,FH2,PF02181
STRG.4438,FH2,PF02181
STRG.24239,FH2,PF02181
STRG.7919,FH2,PF02181
STRG.7144,FH2,PF02181
STRG.22733,FH2,PF02181
STRG.1807,FH2,PF02181
STRG.7819,FH2,PF02181
STRG.43527,FHA,PF00498
STRG.18194,FHA,PF00498
STRG.2400,FHA,PF00498
STRG.39268,FHA,PF00498
STRG.11613,FHA,PF00498
STRG.5541,FHA,PF00498
STRG.17119,FHA,PF00498
STRG.22851,FHA,PF00498
STRG.4992,FHA,PF00498
STRG.28143,FHA,PF00498
STRG.14908,FHA,PF00498
STRG.6099,FHA,PF00498
STRG.9794.1,FHA,PF00498
STRG.9794,FHA,PF00498
STRG.22645,FHA,PF00498
STRG.25372,FHA,PF00498
STRG.7278,FHA,PF00498
STRG.37464,FHA,PF00498
STRG.29307,FHA,PF00498
STRG.7304,FHA,PF00498
STRG.6437,FHA,PF00498
STRG.26406,FHA,PF00498
STRG.24425,FHA,PF00498
STRG.13420,FHA,PF00498
STRG.2457,FHA,PF00498
STRG.40275,FHA,PF00498
STRG.36841,FHA_2,PF17913
STRG.6778,FIBP,PF05427
STRG.13565,Fibrillarin,PF01269
STRG.26552,Fibrinogen_BP,PF08017
STRG.10216,Fibrinogen_C,PF00147
STRG.564,Fibrinogen_C,PF00147
STRG.563,Fibrinogen_C,PF00147
STRG.6178,Fibrinogen_C,PF00147
STRG.33097,Fibrinogen_C,PF00147
STRG.3314,Fibrinogen_C,PF00147
STRG.4511,Fibrinogen_C,PF00147
STRG.29588,Fibrinogen_C,PF00147
STRG.36229,Fibrinogen_C,PF00147
STRG.36514,Fibrinogen_C,PF00147
STRG.10854,Fibrinogen_C,PF00147
STRG.27855,Fibrinogen_C,PF00147
STRG.8829,Fibrinogen_C,PF00147
STRG.36512,Fibrinogen_C,PF00147
STRG.1357,Fibrinogen_C,PF00147
STRG.24986,Fibrinogen_C,PF00147
STRG.24240.1,Fibrinogen_C,PF00147
STRG.3769,Fibrinogen_C,PF00147
STRG.31181,Fibrinogen_C,PF00147
STRG.11930,Fibrinogen_C,PF00147
STRG.41358,Fibrinogen_C,PF00147
STRG.3315.2,Fibrinogen_C,PF00147
STRG.31535,Fibrinogen_C,PF00147
STRG.6782,Fibrinogen_C,PF00147
STRG.562,Fibrinogen_C,PF00147
STRG.3769.1,Fibrinogen_C,PF00147
STRG.20783,Fibrinogen_C,PF00147
STRG.31178,Fibrinogen_C,PF00147
STRG.43700.1,Fibrinogen_C,PF00147
STRG.43700.2,Fibrinogen_C,PF00147
STRG.43700.3,Fibrinogen_C,PF00147
STRG.42715,Fibrinogen_C,PF00147
STRG.36588,Fibrinogen_C,PF00147
STRG.27856,Fibrinogen_C,PF00147
STRG.28852.1,Fibrinogen_C,PF00147
STRG.41985,Fibrinogen_C,PF00147
STRG.43699.1,Fibrinogen_C,PF00147
STRG.12879,Fibrinogen_C,PF00147
STRG.7635,Fibrinogen_C,PF00147
STRG.10893,Fibrinogen_C,PF00147
STRG.44094,Fibrinogen_C,PF00147
STRG.10043,Fibrinogen_C,PF00147
STRG.36739,Fibrinogen_C,PF00147
STRG.12613,Fibrinogen_C,PF00147
STRG.17710,Fibrinogen_C,PF00147
STRG.12416,Fibrinogen_C,PF00147
STRG.40409,Fibrinogen_C,PF00147
STRG.40415,Fibrinogen_C,PF00147
STRG.23689,Fibrinogen_C,PF00147
STRG.29286,Fibrinogen_C,PF00147
STRG.23692,Fibrinogen_C,PF00147
STRG.29763,Fibrinogen_C,PF00147
STRG.29284,Fibrinogen_C,PF00147
STRG.11371,Fibrinogen_C,PF00147
STRG.29277,Fibrinogen_C,PF00147
STRG.29287,Fibrinogen_C,PF00147
STRG.622,Fibrinogen_C,PF00147
STRG.11038,Fibrinogen_C,PF00147
STRG.10677,Fibrinogen_C,PF00147
STRG.23690,Fibrinogen_C,PF00147
STRG.23691,Fibrinogen_C,PF00147
STRG.29285,Fibrinogen_C,PF00147
STRG.40330,Fic,PF02661
STRG.9601,Fic,PF02661
STRG.36651,Fic,PF02661
STRG.36652,Fic,PF02661
STRG.36654,Fic,PF02661
STRG.11194,Filament,PF00038
STRG.7280,Filament,PF00038
STRG.17216,Filament,PF00038
STRG.26063,Filamin,PF00630
STRG.22082,Filamin,PF00630
STRG.28196.4,Filamin,PF00630
STRG.28196.6,Filamin,PF00630
STRG.5617,Filamin,PF00630
STRG.28196,Filamin,PF00630
STRG.28195,Filamin,PF00630
STRG.32403,Filamin,PF00630
STRG.26066,Filamin,PF00630
STRG.5618,Filamin,PF00630
STRG.33769,Filamin,PF00630
STRG.21019,Filamin,PF00630
STRG.39337,Filamin,PF00630
STRG.35935,Filamin,PF00630
STRG.35937,Filamin,PF00630
STRG.35931,Filamin,PF00630
STRG.35932,Filamin,PF00630
STRG.1965,Filamin,PF00630
STRG.16638,Filamin,PF00630
STRG.31606,Filamin,PF00630
STRG.32402,Filamin,PF00630
STRG.15527,Filamin,PF00630
STRG.14040,Filamin,PF00630
STRG.18956,Filamin,PF00630
STRG.30746,Filamin,PF00630
STRG.27679,Filamin,PF00630
STRG.32313,Filamin,PF00630
STRG.31012,Filamin,PF00630
STRG.15416,Filamin,PF00630
STRG.26064,Filamin,PF00630
STRG.39416,Filamin,PF00630
STRG.11567,Filamin,PF00630
STRG.43938,Filamin,PF00630
STRG.17520,Filamin,PF00630
STRG.10051,Filamin,PF00630
STRG.27683,Filamin,PF00630
STRG.15529,Filamin,PF00630
STRG.17488,Filamin,PF00630
STRG.33764,Filamin,PF00630
STRG.28662,Filamin,PF00630
STRG.15128.1,Filamin,PF00630
STRG.10681,Filamin,PF00630
STRG.17977,Filamin,PF00630
STRG.6766,Filamin,PF00630
STRG.32405,Filamin,PF00630
STRG.335,Filamin,PF00630
STRG.2467,Filamin,PF00630
STRG.9701,Filamin,PF00630
STRG.34287,Filamin,PF00630
STRG.34288,Filamin,PF00630
STRG.8218,Filamin,PF00630
STRG.37947,Filamin,PF00630
STRG.27760,Filamin,PF00630
STRG.6762,Filamin,PF00630
STRG.39844.2,Fip1,PF05182
STRG.39844,Fip1,PF05182
STRG.34890,Fis1_TPR_C,PF14853
STRG.2930,FIST,PF08495
STRG.13968,FKBP_C,PF00254
STRG.21030,FKBP_C,PF00254
STRG.43950,FKBP_C,PF00254
STRG.15697,FKBP_C,PF00254
STRG.2835,FKBP_C,PF00254
STRG.1790,FKBP_C,PF00254
STRG.19716,FKBP_C,PF00254
STRG.29483,FKBP_C,PF00254
STRG.22397,FKBP_C,PF00254
STRG.39092,FKBP_C,PF00254
STRG.37467,FKBP_C,PF00254
STRG.6815,FKBP_N_2,PF18023
STRG.37948.2,Flavodoxin_1,PF00258
STRG.18418,Flavodoxin_1,PF00258
STRG.11779.1,Flavodoxin_2,PF02525
STRG.3982,Flavokinase,PF01687
STRG.38823,Flavokinase,PF01687
STRG.22221,Flavoprotein,PF02441
STRG.33448.2,FLYWCH,PF04500
STRG.37603,FLYWCH,PF04500
STRG.38337,FLYWCH,PF04500
STRG.39342,FLYWCH,PF04500
STRG.38761,FLYWCH,PF04500
STRG.42436,FLYWCH,PF04500
STRG.7428,FLYWCH,PF04500
STRG.17631,FmiP_Thoc5,PF09766
STRG.38307,FMN_dh,PF01070
STRG.36207,FMN_dh,PF01070
STRG.7521,FMN_dh,PF01070
STRG.7295,FMN_dh,PF01070
STRG.31220,FMN_dh,PF01070
STRG.33751,FMN_dh,PF01070
STRG.31218,FMN_dh,PF01070
STRG.35878,FMN_dh,PF01070
STRG.27996,FMN_dh,PF01070
STRG.35876,FMN_dh,PF01070
STRG.35879,FMN_dh,PF01070
STRG.31218.2,FMN_dh,PF01070
STRG.31218.3,FMN_dh,PF01070
STRG.36207.3,FMN_dh,PF01070
STRG.15100,FMN_dh,PF01070
STRG.2445,FMO-like,PF00743
STRG.11755,FMO-like,PF00743
STRG.2442,FMO-like,PF00743
STRG.1420,FMO-like,PF00743
STRG.42575,FMO-like,PF00743
STRG.8501,FMO-like,PF00743
STRG.28086,FMO-like,PF00743
STRG.24764,FMO-like,PF00743
STRG.24763,FMO-like,PF00743
STRG.6897,fn2,PF00040
STRG.6896,fn2,PF00040
STRG.6895,fn2,PF00040
STRG.36415,fn2,PF00040
STRG.11811,fn2,PF00040
STRG.33274,fn2,PF00040
STRG.32469,fn2,PF00040
STRG.33268,fn2,PF00040
STRG.36408,fn2,PF00040
STRG.33274.2,fn2,PF00040
STRG.6892,fn2,PF00040
STRG.6893,fn2,PF00040
STRG.33278,fn2,PF00040
STRG.25878,fn2,PF00040
STRG.25878.1,fn2,PF00040
STRG.37714.1,fn2,PF00040
STRG.11905,fn2,PF00040
STRG.7623,fn2,PF00040
STRG.6539,fn2,PF00040
STRG.6539.15,fn2,PF00040
STRG.6539.6,fn2,PF00040
STRG.6539.9,fn2,PF00040
STRG.205.1,fn2,PF00040
STRG.205.2,fn2,PF00040
STRG.18598,fn2,PF00040
STRG.9104,fn2,PF00040
STRG.23062,fn2,PF00040
STRG.35060,fn2,PF00040
STRG.23066,fn2,PF00040
STRG.3888,fn2,PF00040
STRG.28050,fn2,PF00040
STRG.30267,fn2,PF00040
STRG.23067,fn2,PF00040
STRG.10617,fn2,PF00040
STRG.28313,fn2,PF00040
STRG.6542,fn2,PF00040
STRG.25878.2,fn2,PF00040
STRG.21791,fn2,PF00040
STRG.31398,fn2,PF00040
STRG.31405,fn2,PF00040
STRG.21389,fn2,PF00040
STRG.34222,fn2,PF00040
STRG.14724,fn2,PF00040
STRG.24282,fn3,PF00041
STRG.7292,fn3,PF00041
STRG.5971,fn3,PF00041
STRG.7505,fn3,PF00041
STRG.39582,fn3,PF00041
STRG.1006,fn3,PF00041
STRG.12357,fn3,PF00041
STRG.17459,fn3,PF00041
STRG.18803,fn3,PF00041
STRG.27859,fn3,PF00041
STRG.26661,fn3,PF00041
STRG.14477,fn3,PF00041
STRG.24766,fn3,PF00041
STRG.8394,fn3,PF00041
STRG.36831,fn3,PF00041
STRG.26660,fn3,PF00041
STRG.3288,fn3,PF00041
STRG.24290,fn3,PF00041
STRG.17837,fn3,PF00041
STRG.14479,fn3,PF00041
STRG.37619,fn3,PF00041
STRG.18801,fn3,PF00041
STRG.19645,fn3,PF00041
STRG.12226,fn3,PF00041
STRG.12893,fn3,PF00041
STRG.42817,fn3,PF00041
STRG.24078,fn3,PF00041
STRG.6292,fn3,PF00041
STRG.6309,fn3,PF00041
STRG.40155,fn3,PF00041
STRG.9400,fn3,PF00041
STRG.10657,fn3,PF00041
STRG.34079,fn3,PF00041
STRG.35820,fn3,PF00041
STRG.22111,fn3,PF00041
STRG.18803.2,fn3,PF00041
STRG.18619,fn3,PF00041
STRG.34215,fn3,PF00041
STRG.25210,fn3,PF00041
STRG.28129,fn3,PF00041
STRG.5971.1,fn3,PF00041
STRG.22163,fn3,PF00041
STRG.970,fn3,PF00041
STRG.36082,fn3,PF00041
STRG.24295,fn3,PF00041
STRG.16322,fn3,PF00041
STRG.12056,fn3,PF00041
STRG.16884,fn3,PF00041
STRG.11083,fn3,PF00041
STRG.239,fn3,PF00041
STRG.11130,fn3,PF00041
STRG.32969,fn3,PF00041
STRG.35280,fn3,PF00041
STRG.1008,fn3,PF00041
STRG.28487,fn3,PF00041
STRG.12901,fn3,PF00041
STRG.42635,fn3,PF00041
STRG.3169,fn3,PF00041
STRG.9557,fn3,PF00041
STRG.12700,fn3,PF00041
STRG.32700,fn3,PF00041
STRG.34709,fn3,PF00041
STRG.39577,fn3,PF00041
STRG.34211,fn3,PF00041
STRG.15813,fn3,PF00041
STRG.34745,fn3,PF00041
STRG.38278,fn3,PF00041
STRG.13351,fn3,PF00041
STRG.10664,fn3,PF00041
STRG.34746,fn3,PF00041
STRG.40946,fn3,PF00041
STRG.40535,fn3,PF00041
STRG.22108,fn3,PF00041
STRG.44027,fn3,PF00041
STRG.38288,fn3,PF00041
STRG.23938,fn3,PF00041
STRG.16612,fn3,PF00041
STRG.35262,fn3,PF00041
STRG.11474,fn3,PF00041
STRG.31277,fn3,PF00041
STRG.21785,fn3,PF00041
STRG.29069,fn3,PF00041
STRG.16881,fn3,PF00041
STRG.7740,fn3,PF00041
STRG.21635,fn3,PF00041
STRG.11042,fn3,PF00041
STRG.7620,fn3,PF00041
STRG.24443,fn3,PF00041
STRG.18355,fn3,PF00041
STRG.29207,fn3,PF00041
STRG.24281,fn3,PF00041
STRG.40569,fn3,PF00041
STRG.31967,fn3,PF00041
STRG.19256,fn3,PF00041
STRG.31873,fn3,PF00041
STRG.16320,fn3,PF00041
STRG.19578,fn3,PF00041
STRG.21630,fn3,PF00041
STRG.8601,fn3,PF00041
STRG.25613,fn3,PF00041
STRG.33945,fn3,PF00041
STRG.44029,fn3,PF00041
STRG.42164,fn3,PF00041
STRG.16466,fn3,PF00041
STRG.6522,fn3,PF00041
STRG.10896,fn3,PF00041
STRG.28544,fn3,PF00041
STRG.32226,fn3,PF00041
STRG.44033,fn3,PF00041
STRG.11041,fn3,PF00041
STRG.31940,fn3,PF00041
STRG.18354,fn3,PF00041
STRG.41248,fn3,PF00041
STRG.32465,fn3,PF00041
STRG.23830,fn3,PF00041
STRG.8379,fn3,PF00041
STRG.7311,fn3,PF00041
STRG.4731,fn3,PF00041
STRG.9560,fn3,PF00041
STRG.34985,fn3,PF00041
STRG.33294,fn3,PF00041
STRG.25972,fn3,PF00041
STRG.22105,fn3,PF00041
STRG.44092,fn3,PF00041
STRG.19254,fn3,PF00041
STRG.12131,fn3,PF00041
STRG.12130,fn3,PF00041
STRG.4451,fn3,PF00041
STRG.40534,fn3,PF00041
STRG.4552,fn3,PF00041
STRG.21900,fn3,PF00041
STRG.17416,fn3,PF00041
STRG.36746,fn3,PF00041
STRG.31874,fn3,PF00041
STRG.18619.3,fn3,PF00041
STRG.17404,fn3,PF00041
STRG.31278,fn3,PF00041
STRG.7187,fn3,PF00041
STRG.40034.3,fn3,PF00041
STRG.39564.4,fn3,PF00041
STRG.21583,fn3,PF00041
STRG.3288.1,fn3,PF00041
STRG.3288.2,fn3,PF00041
STRG.3288.4,fn3,PF00041
STRG.16472,fn3,PF00041
STRG.16476,fn3,PF00041
STRG.8386,fn3,PF00041
STRG.28873,fn3,PF00041
STRG.32464,fn3,PF00041
STRG.40034,fn3,PF00041
STRG.31462,fn3,PF00041
STRG.34633.2,fn3,PF00041
STRG.6156,fn3,PF00041
STRG.19258,fn3,PF00041
STRG.19465.1,fn3,PF00041
STRG.40040.1,fn3,PF00041
STRG.12696,fn3,PF00041
STRG.4732,fn3,PF00041
STRG.15742,fn3,PF00041
STRG.42397,fn3,PF00041
STRG.23388,fn3,PF00041
STRG.12578,fn3,PF00041
STRG.19575,fn3,PF00041
STRG.9561,fn3,PF00041
STRG.17919,fn3,PF00041
STRG.19457,fn3,PF00041
STRG.23826,fn3,PF00041
STRG.19459,fn3,PF00041
STRG.12889,fn3,PF00041
STRG.34633,fn3,PF00041
STRG.39564.5,fn3,PF00041
STRG.31937,fn3,PF00041
STRG.19576,fn3,PF00041
STRG.38518,fn3,PF00041
STRG.16457.2,fn3,PF00041
STRG.17514,fn3,PF00041
STRG.5151,fn3,PF00041
STRG.9975,fn3,PF00041
STRG.43295,fn3,PF00041
STRG.25673,fn3,PF00041
STRG.5124,fn3,PF00041
STRG.27983,fn3,PF00041
STRG.23325,fn3,PF00041
STRG.2366,fn3,PF00041
STRG.34163,fn3,PF00041
STRG.9398,fn3,PF00041
STRG.44026,fn3,PF00041
STRG.36281,fn3,PF00041
STRG.240,fn3,PF00041
STRG.19459.3,fn3,PF00041
STRG.34164,fn3,PF00041
STRG.34493,fn3,PF00041
STRG.22531,fn3,PF00041
STRG.558,fn3,PF00041
STRG.12366,fn3,PF00041
STRG.22106,fn3,PF00041
STRG.37266,fn3,PF00041
STRG.39192,fn3,PF00041
STRG.25911,fn3,PF00041
STRG.40040,fn3,PF00041
STRG.33728.3,fn3,PF00041
STRG.32468,fn3,PF00041
STRG.30485,fn3,PF00041
STRG.30492,fn3,PF00041
STRG.22110,fn3,PF00041
STRG.25042,fn3,PF00041
STRG.556,fn3,PF00041
STRG.22315,fn3,PF00041
STRG.27934,fn3,PF00041
STRG.17735,fn3,PF00041
STRG.17515,fn3,PF00041
STRG.10496,fn3_4,PF16794
STRG.14335,fn3_4,PF16794
STRG.9161,fn3_4,PF16794
STRG.43768,fn3_4,PF16794
STRG.18618,Fn3_assoc,PF13287
STRG.21611,Foie-gras_1,PF11817
STRG.21611.5,Foie-gras_1,PF11817
STRG.43434,Foie-gras_1,PF11817
STRG.26005,Folate_carrier,PF01770
STRG.26004,Folate_carrier,PF01770
STRG.3346.2,Folate_rec,PF03024
STRG.29265,Folate_rec,PF03024
STRG.38824,Folate_rec,PF03024
STRG.684,Folate_rec,PF03024
STRG.6616,Folate_rec,PF03024
STRG.35610.2,Folate_rec,PF03024
STRG.35610,Folate_rec,PF03024
STRG.20897,Folate_rec,PF03024
STRG.27244,Folliculin,PF11704
STRG.19160,Folliculin,PF11704
STRG.2664,Folliculin,PF11704
STRG.16497,FOP_dimer,PF09398
STRG.28051,FOP_dimer,PF09398
STRG.29598,FoP_duplication,PF13865
STRG.15323,FoP_duplication,PF13865
STRG.16002,Forkhead,PF00250
STRG.12623,Forkhead,PF00250
STRG.16001,Forkhead,PF00250
STRG.6768,Forkhead,PF00250
STRG.36453,Forkhead,PF00250
STRG.42687,Forkhead,PF00250
STRG.18162,Forkhead,PF00250
STRG.9118,Forkhead,PF00250
STRG.15237,Forkhead,PF00250
STRG.43256,Forkhead,PF00250
STRG.7961,Forkhead,PF00250
STRG.7962,Forkhead,PF00250
STRG.42011,Forkhead,PF00250
STRG.21847,Forkhead,PF00250
STRG.13908,Forkhead,PF00250
STRG.21512,Forkhead,PF00250
STRG.9842,Forkhead,PF00250
STRG.27038,Forkhead,PF00250
STRG.21723,Forkhead,PF00250
STRG.21722,Forkhead,PF00250
STRG.35854,Forkhead,PF00250
STRG.35855,Forkhead,PF00250
STRG.25743,Forkhead,PF00250
STRG.12619,Forkhead,PF00250
STRG.25745,Forkhead,PF00250
STRG.42734,Forkhead,PF00250
STRG.25740,Forkhead,PF00250
STRG.7129,Forkhead,PF00250
STRG.2649,Forkhead,PF00250
STRG.29603,Formyl_trans_C,PF02911
STRG.10726,Formyl_trans_N,PF00551
STRG.24161,FPL,PF09758
STRG.30949,FPN1,PF06963
STRG.13671,Fra10Ac1,PF09725
STRG.13971,Frag1,PF10277
STRG.39205,Frag1,PF10277
STRG.29774,Frag1,PF10277
STRG.29776,Frag1,PF10277
STRG.18698,Frag1,PF10277
STRG.18689,Frag1,PF10277
STRG.18694,Frag1,PF10277
STRG.18692,Frag1,PF10277
STRG.18691,Frag1,PF10277
STRG.16589,Frag1,PF10277
STRG.29774.3,Frag1,PF10277
STRG.21806,Frataxin_Cyay,PF01491
STRG.6031,Fringe,PF02434
STRG.42790,Fringe,PF02434
STRG.33857,Fringe,PF02434
STRG.29223,Fringe,PF02434
STRG.23786,Fringe,PF02434
STRG.23785,Fringe,PF02434
STRG.42785,Fringe,PF02434
STRG.36668,Fringe,PF02434
STRG.4677,Fringe,PF02434
STRG.14422,Fringe,PF02434
STRG.29247,Fringe,PF02434
STRG.3396,Fringe,PF02434
STRG.36043,Fringe,PF02434
STRG.44111,Frizzled,PF01534
STRG.44114,Frizzled,PF01534
STRG.44115,Frizzled,PF01534
STRG.44010,Frizzled,PF01534
STRG.44007,Frizzled,PF01534
STRG.34454,Frizzled,PF01534
STRG.8865,Frtz,PF11768
STRG.37539,Frtz,PF11768
STRG.37533,Frtz,PF11768
STRG.37531,Frtz,PF11768
STRG.37907.1,Fructosamin_kin,PF03881
STRG.2852,FSA_C,PF10479
STRG.13227,FSH1,PF03959
STRG.8410,FSIP1,PF15554
STRG.5147,FTCD,PF02971
STRG.10874,FTHFS,PF01268
STRG.37450,FTHFS,PF01268
STRG.41415,FTHFS,PF01268
STRG.4725,FtsJ,PF01728
STRG.14916,FtsJ,PF01728
STRG.7310,FtsJ,PF01728
STRG.9369,FtsJ,PF01728
STRG.34924.1,FtsJ,PF01728
STRG.359,Fucokinase,PF07959
STRG.30534,Fucokinase,PF07959
STRG.21709,Fucokinase,PF07959
STRG.32688,Fucokinase,PF07959
STRG.3318.3,FumaraseC_C,PF10415
STRG.3318.2,FumaraseC_C,PF10415
STRG.3318,FumaraseC_C,PF10415
STRG.42509,Fumble,PF03630
STRG.23435,FUN14,PF04930
STRG.4046.2,Furin-like,PF00757
STRG.4046,Furin-like,PF00757
STRG.29519,Fuz_longin_1,PF19036
STRG.39831,Fuz_longin_1,PF19036
STRG.43006,Fuz_longin_1,PF19036
STRG.16109,FWWh,PF14922
STRG.40008,FWWh,PF14922
STRG.6148,FWWh,PF14922
STRG.13444,FXa_inhibition,PF14670
STRG.2705,FXa_inhibition,PF14670
STRG.7780,FXa_inhibition,PF14670
STRG.12971,FXa_inhibition,PF14670
STRG.24781,FXa_inhibition,PF14670
STRG.22268,FXa_inhibition,PF14670
STRG.35061,FXa_inhibition,PF14670
STRG.35065,FXa_inhibition,PF14670
STRG.20351,FXa_inhibition,PF14670
STRG.21703,FXa_inhibition,PF14670
STRG.24350,FXa_inhibition,PF14670
STRG.24348,FXa_inhibition,PF14670
STRG.21702,FXa_inhibition,PF14670
STRG.1614,FYRC,PF05965
STRG.31898,FYRC,PF05965
STRG.5955,FYRC,PF05965
STRG.31813,FYRC,PF05965
STRG.31813.3,FYRC,PF05965
STRG.21247,FYVE,PF01363
STRG.41169,FYVE,PF01363
STRG.11188,FYVE,PF01363
STRG.8344,FYVE,PF01363
STRG.30446,FYVE,PF01363
STRG.243,FYVE,PF01363
STRG.12695,FYVE,PF01363
STRG.17629,FYVE,PF01363
STRG.34125.2,FYVE,PF01363
STRG.34125.3,FYVE,PF01363
STRG.34124,FYVE,PF01363
STRG.25368,FYVE,PF01363
STRG.3461,FYVE,PF01363
STRG.27321.1,FYVE,PF01363
STRG.34125,FYVE,PF01363
STRG.12537,FYVE,PF01363
STRG.31482,FYVE,PF01363
STRG.3174,FYVE,PF01363
STRG.34554,FYVE,PF01363
STRG.8292,FYVE,PF01363
STRG.15051.2,FYVE,PF01363
STRG.15051,FYVE,PF01363
STRG.39265,FYVE,PF01363
STRG.22673.5,FYVE,PF01363
STRG.11546,FYVE,PF01363
STRG.41518,FYVE_2,PF02318
STRG.27389,Fz,PF01392
STRG.17943,Fz,PF01392
STRG.15833,Fz,PF01392
STRG.27155,Fz,PF01392
STRG.17920,Fz,PF01392
STRG.6488,Fz,PF01392
STRG.9906,Fz,PF01392
STRG.6487,Fz,PF01392
STRG.17949,Fz,PF01392
STRG.27154,Fz,PF01392
STRG.9905,Fz,PF01392
STRG.41063,Fz,PF01392
STRG.17946,Fz,PF01392
STRG.17945,Fz,PF01392
STRG.18883,Fz,PF01392
STRG.43211,Fz,PF01392
STRG.9907,Fz,PF01392
STRG.13487,Fz,PF01392
STRG.35927.1,Fz,PF01392
STRG.35927.2,Fz,PF01392
STRG.2293,Fz,PF01392
